,customer_id,address,postcode,state,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,owns_car,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,name,year,month,day,day_of_week,quarter,age,total_profit,age_range,adresses,lat,long
8099,1413,967 Farmco Road,2880,New South Wales,Vi,Lauga,Female,47,1998-04-24,Administrative Assistant II,Financial Services,No,13922,55,2017-05-22,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,Vi Lauga,2017,5,22,Monday,2017Q2,25,1295.43,20-29,2880 New South Wales Australia,-30.5512963,141.6834275
8100,1413,967 Farmco Road,2880,New South Wales,Vi,Lauga,Female,47,1998-04-24,Administrative Assistant II,Financial Services,No,5679,87,2017-02-21,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,Vi Lauga,2017,2,21,Tuesday,2017Q1,25,471.6,20-29,2880 New South Wales Australia,-30.5512963,141.6834275
8101,1413,967 Farmco Road,2880,New South Wales,Vi,Lauga,Female,47,1998-04-24,Administrative Assistant II,Financial Services,No,9437,66,2017-02-01,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,Vi Lauga,2017,2,1,Wednesday,2017Q1,25,64.92999999999995,20-29,2880 New South Wales Australia,-30.5512963,141.6834275
8102,1414,623 Talisman Way,2763,New South Wales,Allison,Clowton,Female,57,1980-02-29,Help Desk Technician,Retail,Yes,18144,52,2017-12-12,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,Allison Clowton,2017,12,12,Tuesday,2017Q4,43,450.77,40-49,2763 New South Wales Australia,-33.7206583,150.8900145
8103,1414,623 Talisman Way,2763,New South Wales,Allison,Clowton,Female,57,1980-02-29,Help Desk Technician,Retail,Yes,316,62,2017-08-01,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,Allison Clowton,2017,8,1,Tuesday,2017Q3,43,179.44,40-49,2763 New South Wales Australia,-33.7206583,150.8900145
8104,1415,837 Evergreen Junction,2774,New South Wales,Merilyn,Dikle,Female,68,1998-12-14,Executive Secretary,Property,Yes,12705,4,2017-11-03,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,Merilyn Dikle,2017,11,3,Friday,2017Q4,24,1383.6100000000001,20-29,2774 New South Wales Australia,-33.7266709,150.6168974
8105,1415,837 Evergreen Junction,2774,New South Wales,Merilyn,Dikle,Female,68,1998-12-14,Executive Secretary,Property,Yes,15249,53,2017-07-18,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,Merilyn Dikle,2017,7,18,Tuesday,2017Q3,24,509.97,20-29,2774 New South Wales Australia,-33.7266709,150.6168974
8106,1415,837 Evergreen Junction,2774,New South Wales,Merilyn,Dikle,Female,68,1998-12-14,Executive Secretary,Property,Yes,16855,0,2017-03-12,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,Merilyn Dikle,2017,3,12,Sunday,2017Q1,24,356.5,20-29,2774 New South Wales Australia,-33.7266709,150.6168974
8107,1415,837 Evergreen Junction,2774,New South Wales,Merilyn,Dikle,Female,68,1998-12-14,Executive Secretary,Property,Yes,18570,74,2017-03-07,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,Merilyn Dikle,2017,3,7,Tuesday,2017Q1,24,812.44,20-29,2774 New South Wales Australia,-33.7266709,150.6168974
8120,1418,8 Veith Alley,2750,New South Wales,Valaria,Hugh,Female,80,1976-11-29,Senior Sales Associate,IT,Yes,7261,50,2017-10-05,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,Valaria Hugh,2017,10,5,Thursday,2017Q4,46,43.97,40-49,2750 New South Wales Australia,-33.744767,150.6865817
8121,1418,8 Veith Alley,2750,New South Wales,Valaria,Hugh,Female,80,1976-11-29,Senior Sales Associate,IT,Yes,14647,28,2017-09-10,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,Valaria Hugh,2017,9,10,Sunday,2017Q3,46,133.7800000000002,40-49,2750 New South Wales Australia,-33.744767,150.6865817
8124,1418,8 Veith Alley,2750,New South Wales,Valaria,Hugh,Female,80,1976-11-29,Senior Sales Associate,IT,Yes,4327,8,2017-03-07,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,Valaria Hugh,2017,3,7,Tuesday,2017Q1,46,187.38999999999987,40-49,2750 New South Wales Australia,-33.744767,150.6865817
8125,1418,8 Veith Alley,2750,New South Wales,Valaria,Hugh,Female,80,1976-11-29,Senior Sales Associate,IT,Yes,5739,64,2017-03-02,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,Valaria Hugh,2017,3,2,Thursday,2017Q1,46,872.8900000000001,40-49,2750 New South Wales Australia,-33.744767,150.6865817
8126,1418,8 Veith Alley,2750,New South Wales,Valaria,Hugh,Female,80,1976-11-29,Senior Sales Associate,IT,Yes,8009,7,2017-02-02,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,Valaria Hugh,2017,2,2,Thursday,2017Q1,46,745.94,40-49,2750 New South Wales Australia,-33.744767,150.6865817
8127,1419,9 Pond Avenue,2767,New South Wales,Roddy,Ollerton,Male,5,1967-01-11,Physical Therapy Assistant,Financial Services,Yes,13844,92,2017-12-08,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,Roddy Ollerton,2017,12,8,Friday,2017Q4,56,155.6500000000001,50-59,2767 New South Wales Australia,-33.7585633,150.8783824
8128,1419,9 Pond Avenue,2767,New South Wales,Roddy,Ollerton,Male,5,1967-01-11,Physical Therapy Assistant,Financial Services,Yes,17546,56,2017-05-03,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Roddy Ollerton,2017,5,3,Wednesday,2017Q2,56,45.96000000000001,50-59,2767 New South Wales Australia,-33.7585633,150.8783824
8129,1419,9 Pond Avenue,2767,New South Wales,Roddy,Ollerton,Male,5,1967-01-11,Physical Therapy Assistant,Financial Services,Yes,3090,2,2017-03-26,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,Roddy Ollerton,2017,3,26,Sunday,2017Q1,56,17.869999999999997,50-59,2767 New South Wales Australia,-33.7585633,150.8783824
8130,1419,9 Pond Avenue,2767,New South Wales,Roddy,Ollerton,Male,5,1967-01-11,Physical Therapy Assistant,Financial Services,Yes,1288,50,2017-02-28,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,Roddy Ollerton,2017,2,28,Tuesday,2017Q1,56,43.97,50-59,2767 New South Wales Australia,-33.7585633,150.8783824
8131,1419,9 Pond Avenue,2767,New South Wales,Roddy,Ollerton,Male,5,1967-01-11,Physical Therapy Assistant,Financial Services,Yes,9002,25,2017-02-14,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,Roddy Ollerton,2017,2,14,Tuesday,2017Q1,56,709.34,50-59,2767 New South Wales Australia,-33.7585633,150.8783824
8132,1420,255 Doe Crossing Terrace,2767,New South Wales,Minni,Hanner,Female,14,1959-10-12,Dental Hygienist,Health,No,5557,13,2017-11-22,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,Minni Hanner,2017,11,22,Wednesday,2017Q4,63,574.6200000000001,over 60,2767 New South Wales Australia,-33.7585633,150.8783824
8133,1420,255 Doe Crossing Terrace,2767,New South Wales,Minni,Hanner,Female,14,1959-10-12,Dental Hygienist,Health,No,8407,99,2017-10-14,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,Minni Hanner,2017,10,14,Saturday,2017Q4,63,456.44999999999993,over 60,2767 New South Wales Australia,-33.7585633,150.8783824
8134,1420,255 Doe Crossing Terrace,2767,New South Wales,Minni,Hanner,Female,14,1959-10-12,Dental Hygienist,Health,No,237,23,2017-03-11,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Minni Hanner,2017,3,11,Saturday,2017Q1,63,75.75,over 60,2767 New South Wales Australia,-33.7585633,150.8783824
8135,1420,255 Doe Crossing Terrace,2767,New South Wales,Minni,Hanner,Female,14,1959-10-12,Dental Hygienist,Health,No,18204,75,2017-01-22,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,Minni Hanner,2017,1,22,Sunday,2017Q1,63,1010.02,over 60,2767 New South Wales Australia,-33.7585633,150.8783824
8136,1420,255 Doe Crossing Terrace,2767,New South Wales,Minni,Hanner,Female,14,1959-10-12,Dental Hygienist,Health,No,15889,19,2017-01-14,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,Minni Hanner,2017,1,14,Saturday,2017Q1,63,4.8,over 60,2767 New South Wales Australia,-33.7585633,150.8783824
8137,1421,2 Alpine Circle,2765,New South Wales,Mallorie,Gouth,Female,74,1956-04-14,Senior Editor,Property,No,16594,81,2017-11-03,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,Mallorie Gouth,2017,11,3,Friday,2017Q4,67,64.50999999999999,over 60,2765 New South Wales Australia,-33.6496795,150.8725666
8138,1421,2 Alpine Circle,2765,New South Wales,Mallorie,Gouth,Female,74,1956-04-14,Senior Editor,Property,No,1111,45,2017-07-16,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,Mallorie Gouth,2017,7,16,Sunday,2017Q3,67,356.5,over 60,2765 New South Wales Australia,-33.6496795,150.8725666
8139,1421,2 Alpine Circle,2765,New South Wales,Mallorie,Gouth,Female,74,1956-04-14,Senior Editor,Property,No,16750,40,2017-07-11,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,Mallorie Gouth,2017,7,11,Tuesday,2017Q3,67,583.2700000000001,over 60,2765 New South Wales Australia,-33.6496795,150.8725666
8140,1421,2 Alpine Circle,2765,New South Wales,Mallorie,Gouth,Female,74,1956-04-14,Senior Editor,Property,No,17215,4,2017-04-15,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,Mallorie Gouth,2017,4,15,Saturday,2017Q2,67,451.6500000000001,over 60,2765 New South Wales Australia,-33.6496795,150.8725666
8141,1421,2 Alpine Circle,2765,New South Wales,Mallorie,Gouth,Female,74,1956-04-14,Senior Editor,Property,No,16714,2,2017-03-23,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,Mallorie Gouth,2017,3,23,Thursday,2017Q1,67,17.869999999999997,over 60,2765 New South Wales Australia,-33.6496795,150.8725666
8142,1421,2 Alpine Circle,2765,New South Wales,Mallorie,Gouth,Female,74,1956-04-14,Senior Editor,Property,No,19493,78,2017-01-21,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,Mallorie Gouth,2017,1,21,Saturday,2017Q1,67,1055.82,over 60,2765 New South Wales Australia,-33.6496795,150.8725666
8144,1422,0 Talisman Trail,2769,New South Wales,Georgy,Rickwood,Male,31,1972-03-13,Engineer,Manufacturing,Yes,8968,34,2017-11-13,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,Georgy Rickwood,2017,11,13,Monday,2017Q4,51,309.80999999999995,50-59,2769 New South Wales Australia,-33.7031923,150.9016476
8145,1422,0 Talisman Trail,2769,New South Wales,Georgy,Rickwood,Male,31,1972-03-13,Engineer,Manufacturing,Yes,464,81,2017-10-13,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,Georgy Rickwood,2017,10,13,Friday,2017Q4,51,64.50999999999999,50-59,2769 New South Wales Australia,-33.7031923,150.9016476
8146,1422,0 Talisman Trail,2769,New South Wales,Georgy,Rickwood,Male,31,1972-03-13,Engineer,Manufacturing,Yes,9403,93,2017-06-19,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,Georgy Rickwood,2017,6,19,Monday,2017Q2,51,834.9399999999999,50-59,2769 New South Wales Australia,-33.7031923,150.9016476
8147,1422,0 Talisman Trail,2769,New South Wales,Georgy,Rickwood,Male,31,1972-03-13,Engineer,Manufacturing,Yes,3010,33,2017-05-30,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,Georgy Rickwood,2017,5,30,Tuesday,2017Q2,51,144.26,50-59,2769 New South Wales Australia,-33.7031923,150.9016476
8148,1422,0 Talisman Trail,2769,New South Wales,Georgy,Rickwood,Male,31,1972-03-13,Engineer,Manufacturing,Yes,3382,72,2017-04-08,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,Georgy Rickwood,2017,4,8,Saturday,2017Q2,51,90.09999999999997,50-59,2769 New South Wales Australia,-33.7031923,150.9016476
8149,1422,0 Talisman Trail,2769,New South Wales,Georgy,Rickwood,Male,31,1972-03-13,Engineer,Manufacturing,Yes,6727,81,2017-02-25,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,Georgy Rickwood,2017,2,25,Saturday,2017Q1,51,64.50999999999999,50-59,2769 New South Wales Australia,-33.7031923,150.9016476
8150,1422,0 Talisman Trail,2769,New South Wales,Georgy,Rickwood,Male,31,1972-03-13,Engineer,Manufacturing,Yes,6203,33,2017-02-11,1.0,Cancelled,Giant Bicycles,Standard,medium,small,1311.44,1167.18,Georgy Rickwood,2017,2,11,Saturday,2017Q1,51,144.26,50-59,2769 New South Wales Australia,-33.7031923,150.9016476
8151,1423,5700 Banding Lane,2762,New South Wales,Tiphanie,Klossek,Female,51,1959-06-17,Project Manager,Manufacturing,No,12208,43,2017-12-06,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,Tiphanie Klossek,2017,12,6,Wednesday,2017Q4,64,502.47,over 60,2762 New South Wales Australia,-33.7044482,150.8667511
8152,1423,5700 Banding Lane,2762,New South Wales,Tiphanie,Klossek,Female,51,1959-06-17,Project Manager,Manufacturing,No,16257,3,2017-11-23,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,Tiphanie Klossek,2017,11,23,Thursday,2017Q4,64,1702.5499999999997,over 60,2762 New South Wales Australia,-33.7044482,150.8667511
8153,1423,5700 Banding Lane,2762,New South Wales,Tiphanie,Klossek,Female,51,1959-06-17,Project Manager,Manufacturing,No,10094,18,2017-08-04,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,Tiphanie Klossek,2017,8,4,Friday,2017Q3,64,143.82,over 60,2762 New South Wales Australia,-33.7044482,150.8667511
8154,1423,5700 Banding Lane,2762,New South Wales,Tiphanie,Klossek,Female,51,1959-06-17,Project Manager,Manufacturing,No,194,25,2017-05-02,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,Tiphanie Klossek,2017,5,2,Tuesday,2017Q2,64,709.34,over 60,2762 New South Wales Australia,-33.7044482,150.8667511
8155,1423,5700 Banding Lane,2762,New South Wales,Tiphanie,Klossek,Female,51,1959-06-17,Project Manager,Manufacturing,No,2037,95,2017-03-28,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,Tiphanie Klossek,2017,3,28,Tuesday,2017Q1,64,41.129999999999995,over 60,2762 New South Wales Australia,-33.7044482,150.8667511
8156,1423,5700 Banding Lane,2762,New South Wales,Tiphanie,Klossek,Female,51,1959-06-17,Project Manager,Manufacturing,No,19121,28,2017-02-13,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,Tiphanie Klossek,2017,2,13,Monday,2017Q1,64,133.7800000000002,over 60,2762 New South Wales Australia,-33.7044482,150.8667511
8157,1424,94079 Eggendart Point,2745,New South Wales,Allin,Arbuckel,Male,56,1974-08-03,Occupational Therapist,Health,Yes,5916,23,2017-10-15,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,Allin Arbuckel,2017,10,15,Sunday,2017Q4,48,817.36,40-49,2745 New South Wales Australia,-33.8479652,150.6517354
8158,1424,94079 Eggendart Point,2745,New South Wales,Allin,Arbuckel,Male,56,1974-08-03,Occupational Therapist,Health,Yes,7802,35,2017-04-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Allin Arbuckel,2017,4,8,Saturday,2017Q2,48,448.67999999999995,40-49,2745 New South Wales Australia,-33.8479652,150.6517354
8159,1424,94079 Eggendart Point,2745,New South Wales,Allin,Arbuckel,Male,56,1974-08-03,Occupational Therapist,Health,Yes,18021,41,2017-01-05,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,Allin Arbuckel,2017,1,5,Thursday,2017Q1,48,209.84000000000003,40-49,2745 New South Wales Australia,-33.8479652,150.6517354
8160,1425,87038 Sauthoff Road,2761,New South Wales,Chrisy,Sivess,Male,20,1986-07-06,General Manager,Retail,Yes,9820,31,2017-12-30,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,Chrisy Sivess,2017,12,30,Saturday,2017Q4,36,547.28,30-39,2761 New South Wales Australia,-33.7393563,150.8434913
8161,1425,87038 Sauthoff Road,2761,New South Wales,Chrisy,Sivess,Male,20,1986-07-06,General Manager,Retail,Yes,5691,70,2017-12-23,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,Chrisy Sivess,2017,12,23,Saturday,2017Q4,36,830.2399999999999,30-39,2761 New South Wales Australia,-33.7393563,150.8434913
8162,1425,87038 Sauthoff Road,2761,New South Wales,Chrisy,Sivess,Male,20,1986-07-06,General Manager,Retail,Yes,4500,38,2017-10-15,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,Chrisy Sivess,2017,10,15,Sunday,2017Q4,36,1702.5499999999997,30-39,2761 New South Wales Australia,-33.7393563,150.8434913
8163,1425,87038 Sauthoff Road,2761,New South Wales,Chrisy,Sivess,Male,20,1986-07-06,General Manager,Retail,Yes,8022,2,2017-04-27,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,Chrisy Sivess,2017,4,27,Thursday,2017Q2,36,64.92999999999995,30-39,2761 New South Wales Australia,-33.7393563,150.8434913
8164,1426,4817 Fulton Junction,2761,New South Wales,Allyn,Carswell,Female,72,1956-08-23,Financial Advisor,Financial Services,No,13790,72,2017-11-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,Allyn Carswell,2017,11,12,Sunday,2017Q4,66,90.09999999999997,over 60,2761 New South Wales Australia,-33.7393563,150.8434913
8165,1426,4817 Fulton Junction,2761,New South Wales,Allyn,Carswell,Female,72,1956-08-23,Financial Advisor,Financial Services,No,19004,86,2017-09-15,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,Allyn Carswell,2017,9,15,Friday,2017Q3,66,110.56,over 60,2761 New South Wales Australia,-33.7393563,150.8434913
8166,1426,4817 Fulton Junction,2761,New South Wales,Allyn,Carswell,Female,72,1956-08-23,Financial Advisor,Financial Services,No,4486,48,2017-09-01,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,Allyn Carswell,2017,9,1,Friday,2017Q3,66,812.44,over 60,2761 New South Wales Australia,-33.7393563,150.8434913
8167,1426,4817 Fulton Junction,2761,New South Wales,Allyn,Carswell,Female,72,1956-08-23,Financial Advisor,Financial Services,No,14476,50,2017-07-26,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,Allyn Carswell,2017,7,26,Wednesday,2017Q3,66,43.97,over 60,2761 New South Wales Australia,-33.7393563,150.8434913
8168,1426,4817 Fulton Junction,2761,New South Wales,Allyn,Carswell,Female,72,1956-08-23,Financial Advisor,Financial Services,No,10838,56,2017-06-07,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Allyn Carswell,2017,6,7,Wednesday,2017Q2,66,45.96000000000001,over 60,2761 New South Wales Australia,-33.7393563,150.8434913
8169,1426,4817 Fulton Junction,2761,New South Wales,Allyn,Carswell,Female,72,1956-08-23,Financial Advisor,Financial Services,No,5812,10,2017-05-27,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,Allyn Carswell,2017,5,27,Saturday,2017Q2,66,1103.43,over 60,2761 New South Wales Australia,-33.7393563,150.8434913
8170,1426,4817 Fulton Junction,2761,New South Wales,Allyn,Carswell,Female,72,1956-08-23,Financial Advisor,Financial Services,No,6724,44,2017-01-21,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,Allyn Carswell,2017,1,21,Saturday,2017Q1,66,1660.88,over 60,2761 New South Wales Australia,-33.7393563,150.8434913
8171,1427,22 Transport Alley,2761,New South Wales,Jodie,Juett,Male,14,1993-12-09,Environmental Specialist,Financial Services,No,12159,92,2017-11-01,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,Jodie Juett,2017,11,1,Wednesday,2017Q4,29,1630.25,20-29,2761 New South Wales Australia,-33.7393563,150.8434913
8172,1427,22 Transport Alley,2761,New South Wales,Jodie,Juett,Male,14,1993-12-09,Environmental Specialist,Financial Services,No,10540,35,2017-09-23,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Jodie Juett,2017,9,23,Saturday,2017Q3,29,448.67999999999995,20-29,2761 New South Wales Australia,-33.7393563,150.8434913
8173,1427,22 Transport Alley,2761,New South Wales,Jodie,Juett,Male,14,1993-12-09,Environmental Specialist,Financial Services,No,15693,70,2017-04-22,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,Jodie Juett,2017,4,22,Saturday,2017Q2,29,830.2399999999999,20-29,2761 New South Wales Australia,-33.7393563,150.8434913
8175,1427,22 Transport Alley,2761,New South Wales,Jodie,Juett,Male,14,1993-12-09,Environmental Specialist,Financial Services,No,12721,66,2017-01-06,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,Jodie Juett,2017,1,6,Friday,2017Q1,29,574.6200000000001,20-29,2761 New South Wales Australia,-33.7393563,150.8434913
8176,1427,22 Transport Alley,2761,New South Wales,Jodie,Juett,Male,14,1993-12-09,Environmental Specialist,Financial Services,No,6800,0,2017-01-03,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,Jodie Juett,2017,1,3,Tuesday,2017Q1,29,90.09999999999997,20-29,2761 New South Wales Australia,-33.7393563,150.8434913
8177,1428,1231 Grim Road,2760,New South Wales,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,No,3491,74,2017-12-15,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,Morissa Ozintsev,2017,12,15,Friday,2017Q4,24,812.44,20-29,2760 New South Wales Australia,-33.7520107,150.7737333
8178,1428,1231 Grim Road,2760,New South Wales,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,No,19582,18,2017-12-09,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,Morissa Ozintsev,2017,12,9,Saturday,2017Q4,24,459.46000000000015,20-29,2760 New South Wales Australia,-33.7520107,150.7737333
8179,1428,1231 Grim Road,2760,New South Wales,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,No,16336,56,2017-12-08,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Morissa Ozintsev,2017,12,8,Friday,2017Q4,24,75.75,20-29,2760 New South Wales Australia,-33.7520107,150.7737333
8180,1428,1231 Grim Road,2760,New South Wales,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,No,1256,52,2017-12-06,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,Morissa Ozintsev,2017,12,6,Wednesday,2017Q4,24,957.02,20-29,2760 New South Wales Australia,-33.7520107,150.7737333
8181,1428,1231 Grim Road,2760,New South Wales,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,No,4491,0,2017-10-23,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,Morissa Ozintsev,2017,10,23,Monday,2017Q4,24,25.08999999999999,20-29,2760 New South Wales Australia,-33.7520107,150.7737333
8182,1428,1231 Grim Road,2760,New South Wales,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,No,3792,1,2017-05-14,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,Morissa Ozintsev,2017,5,14,Sunday,2017Q2,24,1010.02,20-29,2760 New South Wales Australia,-33.7520107,150.7737333
8183,1428,1231 Grim Road,2760,New South Wales,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,No,9560,0,2017-05-08,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,Morissa Ozintsev,2017,5,8,Monday,2017Q2,24,104.24000000000001,20-29,2760 New South Wales Australia,-33.7520107,150.7737333
8184,1428,1231 Grim Road,2760,New South Wales,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,No,8117,79,2017-03-02,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,Morissa Ozintsev,2017,3,2,Thursday,2017Q1,24,1408.91,20-29,2760 New South Wales Australia,-33.7520107,150.7737333
8185,1428,1231 Grim Road,2760,New South Wales,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,No,15534,0,2017-01-25,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,Morissa Ozintsev,2017,1,25,Wednesday,2017Q1,24,14.229999999999997,20-29,2760 New South Wales Australia,-33.7520107,150.7737333
8186,1428,1231 Grim Road,2760,New South Wales,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,No,17863,96,2017-01-16,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,Morissa Ozintsev,2017,1,16,Monday,2017Q1,24,641.64,20-29,2760 New South Wales Australia,-33.7520107,150.7737333
8187,1429,3 Rigney Center,2794,New South Wales,Dante,Jikylls,Male,94,1980-12-03,Legal Assistant,Health,Yes,4129,31,2017-11-29,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,Dante Jikylls,2017,11,29,Wednesday,2017Q4,42,57.72999999999999,40-49,2794 New South Wales Australia,-33.8788824,148.6001005
8188,1429,3 Rigney Center,2794,New South Wales,Dante,Jikylls,Male,94,1980-12-03,Legal Assistant,Health,Yes,4709,84,2017-05-23,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,Dante Jikylls,2017,5,23,Tuesday,2017Q2,42,75.48000000000002,40-49,2794 New South Wales Australia,-33.8788824,148.6001005
8189,1429,3 Rigney Center,2794,New South Wales,Dante,Jikylls,Male,94,1980-12-03,Legal Assistant,Health,Yes,2856,31,2017-05-01,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,Dante Jikylls,2017,5,1,Monday,2017Q2,42,57.72999999999999,40-49,2794 New South Wales Australia,-33.8788824,148.6001005
8190,1429,3 Rigney Center,2794,New South Wales,Dante,Jikylls,Male,94,1980-12-03,Legal Assistant,Health,Yes,7668,34,2017-03-21,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,Dante Jikylls,2017,3,21,Tuesday,2017Q1,42,309.80999999999995,40-49,2794 New South Wales Australia,-33.8788824,148.6001005
8191,1429,3 Rigney Center,2794,New South Wales,Dante,Jikylls,Male,94,1980-12-03,Legal Assistant,Health,Yes,16683,60,2017-03-05,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Dante Jikylls,2017,3,5,Sunday,2017Q1,42,217.51,40-49,2794 New South Wales Australia,-33.8788824,148.6001005
8193,1429,3 Rigney Center,2794,New South Wales,Dante,Jikylls,Male,94,1980-12-03,Legal Assistant,Health,Yes,12781,98,2017-01-04,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,Dante Jikylls,2017,1,4,Wednesday,2017Q1,42,143.35999999999999,40-49,2794 New South Wales Australia,-33.8788824,148.6001005
8194,1430,7847 Buell Trail,2759,New South Wales,Kalli,Pigeram,Female,86,1999-07-24,Biostatistician I,Manufacturing,Yes,11886,53,2017-09-13,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,Kalli Pigeram,2017,9,13,Wednesday,2017Q3,23,693.76,20-29,2759 New South Wales Australia,-33.8060826,150.7853574
